City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,khorixas,-20.3667,14.9667,17.92,50,25,1.83,NA,1679362947
348,ponta delgada,37.7333,-25.6667,15.4,82,40,3.09,PT,1679362948
349,aitape,-3.1374,142.3475,29.62,70,98,3.05,PG,1679363135
350,los llanos de aridane,28.6585,-17.9182,16.86,79,100,6.69,ES,1679362946
351,merauke,-8.4667,140.3333,28.3,71,96,2.97,ID,1679363137
352,pacific grove,36.6177,-121.9166,12.34,71,100,2.06,US,1679363137
353,kamuli,0.9472,33.1197,16.79,99,100,0.28,UG,1679363139
354,columbus,39.9612,-82.9988,6.29,46,20,3.6,US,1679363014
355,cabedelo,-6.9811,-34.8339,26.37,83,60,2.26,BR,1679362949
356,fort nelson,58.8053,-122.7002,5.77,42,0,3.6,CA,1679363144
357,imeni poliny osipenko,52.4201,136.4853,0.84,97,95,3.52,RU,1679363144
358,leshukonskoye,64.8989,45.7622,-1.41,90,100,3.58,RU,1679363145
359,grootfontein,-19.5667,18.1167,19.76,60,88,1.54,NA,1679363146
